Panel,Data_Type,Source_Category,Plot_Order,Radius_m,Emission_Composition_Value,Emission_Composition_Percent,Distance_Bin_Left_m,Distance_Bin_Right_m,Distance_Bin_Center_m,Frequency,KDE_X_m,KDE_Density,Spearman_R,Mean_Spatial_Validation_R2,Baseline_R2,Peak_Radius_m,Metric_Name,Metric_Value,Panel_Description,Notes
b,distance_kde,Ship,1,,,,,,,,2418.832316727583,0.00028975432300302524,,,,,distance_kde_density,0.00028975432300302524,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Ship,1,,,,,,,,2452.4435218356957,0.00029246341135616795,,,,,distance_kde_density,0.00029246341135616795,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Ship,1,,,,,,,,2486.054726943808,0.00029493852578386335,,,,,distance_kde_density,0.00029493852578386335,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Ship,1,,,,,,,,2519.6659320519207,0.0002972398715090554,,,,,distance_kde_density,0.0002972398715090554,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Ship,1,,,,,,,,2553.277137160033,0.0002994858165595852,,,,,distance_kde_density,0.0002994858165595852,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Ship,1,,,,,,,,2586.8883422681456,0.00030170817503851285,,,,,distance_kde_density,0.00030170817503851285,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Ship,1,,,,,,,,2620.4995473762583,0.0003039963571108978,,,,,distance_kde_density,0.0003039963571108978,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Ship,1,,,,,,,,2654.1107524843706,0.0003065767480955212,,,,,distance_kde_density,0.0003065767480955212,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Ship,1,,,,,,,,2687.7219575924832,0.0003094139694903901,,,,,distance_kde_density,0.0003094139694903901,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Ship,1,,,,,,,,2721.3331627005955,0.00031218221375969423,,,,,distance_kde_density,0.00031218221375969423,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Ship,1,,,,,,,,2754.944367808708,0.0003146292234517087,,,,,distance_kde_density,0.0003146292234517087,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Ship,1,,,,,,,,2788.5555729168204,0.0003166620880545198,,,,,distance_kde_density,0.0003166620880545198,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Ship,1,,,,,,,,2822.166778024933,0.00031837990289952596,,,,,distance_kde_density,0.00031837990289952596,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Ship,1,,,,,,,,2855.7779831330454,0.0003200024006950356,,,,,distance_kde_density,0.0003200024006950356,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Ship,1,,,,,,,,2889.389188241158,0.000321521546889904,,,,,distance_kde_density,0.000321521546889904,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Ship,1,,,,,,,,2923.0003933492703,0.00032274132678032077,,,,,distance_kde_density,0.00032274132678032077,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Ship,1,,,,,,,,2956.611598457383,0.00032368193234055045,,,,,distance_kde_density,0.00032368193234055045,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Ship,1,,,,,,,,2990.2228035654953,0.0003245753395207378,,,,,distance_kde_density,0.0003245753395207378,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Ship,1,,,,,,,,3023.834008673608,0.0003255275365394726,,,,,distance_kde_density,0.0003255275365394726,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Ship,1,,,,,,,,3057.44521378172,0.0003264685851787982,,,,,distance_kde_density,0.0003264685851787982,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Ship,1,,,,,,,,3091.056418889833,0.0003273524004560183,,,,,distance_kde_density,0.0003273524004560183,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Ship,1,,,,,,,,3124.6676239979456,0.00032816196041918785,,,,,distance_kde_density,0.00032816196041918785,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Ship,1,,,,,,,,3158.278829106058,0.00032878862947105915,,,,,distance_kde_density,0.00032878862947105915,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Ship,1,,,,,,,,3191.8900342141706,0.00032917353678995606,,,,,distance_kde_density,0.00032917353678995606,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Ship,1,,,,,,,,3225.501239322283,0.000329454805608094,,,,,distance_kde_density,0.000329454805608094,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Ship,1,,,,,,,,3259.1124444303955,0.0003296833570998633,,,,,distance_kde_density,0.0003296833570998633,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Ship,1,,,,,,,,3292.7236495385077,0.0003297117533567395,,,,,distance_kde_density,0.0003297117533567395,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Ship,1,,,,,,,,3326.3348546466204,0.0003295360710605982,,,,,distance_kde_density,0.0003295360710605982,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Ship,1,,,,,,,,3359.9460597547327,0.00032935206102969707,,,,,distance_kde_density,0.00032935206102969707,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Ship,1,,,,,,,,3393.5572648628454,0.0003292636893090409,,,,,distance_kde_density,0.0003292636893090409,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Ship,1,,,,,,,,3427.1684699709576,0.00032915432857955166,,,,,distance_kde_density,0.00032915432857955166,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Ship,1,,,,,,,,3460.7796750790703,0.0003287768539390383,,,,,distance_kde_density,0.0003287768539390383,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Ship,1,,,,,,,,3494.3908801871826,0.0003278879409136584,,,,,distance_kde_density,0.0003278879409136584,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Ship,1,,,,,,,,3528.0020852952953,0.00032641258757851573,,,,,distance_kde_density,0.00032641258757851573,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Ship,1,,,,,,,,3561.6132904034075,0.0003245843814213993,,,,,distance_kde_density,0.0003245843814213993,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Ship,1,,,,,,,,3595.22449551152,0.00032273363558137606,,,,,distance_kde_density,0.00032273363558137606,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Ship,1,,,,,,,,3628.835700619633,0.00032084669786167053,,,,,distance_kde_density,0.00032084669786167053,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Ship,1,,,,,,,,3662.446905727745,0.0003186701078474545,,,,,distance_kde_density,0.0003186701078474545,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Ship,1,,,,,,,,3696.058110835858,0.0003162121755573862,,,,,distance_kde_density,0.0003162121755573862,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Ship,1,,,,,,,,3729.66931594397,0.0003137150909763456,,,,,distance_kde_density,0.0003137150909763456,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Ship,1,,,,,,,,3763.280521052083,0.0003112848218956101,,,,,distance_kde_density,0.0003112848218956101,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Ship,1,,,,,,,,3796.891726160195,0.00030887180495744635,,,,,distance_kde_density,0.00030887180495744635,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Ship,1,,,,,,,,3830.5029312683077,0.0003064160496396859,,,,,distance_kde_density,0.0003064160496396859,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Ship,1,,,,,,,,3864.11413637642,0.00030386874965875326,,,,,distance_kde_density,0.00030386874965875326,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Ship,1,,,,,,,,3897.7253414845327,0.00030122931475006843,,,,,distance_kde_density,0.00030122931475006843,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Ship,1,,,,,,,,3931.336546592645,0.0002986057951028209,,,,,distance_kde_density,0.0002986057951028209,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Ship,1,,,,,,,,3964.947751700757,0.00029607896733406443,,,,,distance_kde_density,0.00029607896733406443,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
b,distance_kde,Ship,1,,,,,,,,3998.55895680887,0.00029348129867977563,,,,,distance_kde_density,0.00029348129867977563,KDE curve coordinates for panel b.,KDE coordinates extracted using seaborn.kdeplot. These data allow panel b to be reproduced without storing row-level distance records.
